Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
83,1 4 10 26 33,3,2.14634,148,415
83,1 4 10 26 38,3,2.14634,158,415
83,1 4 10 27 34,3,2.14634,152,415
83,1 4 11 17 37,3,2.14634,140,415
83,1 4 14 20 37,3,2.14634,152,415
83,1 4 14 21 30,3,2.14634,140,415
83,1 4 14 26 33,3,2.14634,156,415
83,1 4 14 26 37,3,2.14634,164,415
83,1 4 14 30 36,3,2.14634,170,415
83,1 4 16 27 37,3,2.14634,170,415
83,1 4 17 27 36,3,2.14634,170,415
83,1 5 8 19 31,3,2.14634,128,415
83,1 5 12 31 34,3,2.14634,166,415
83,1 5 13 20 36,3,2.14634,150,415
83,1 5 13 22 29,3,2.14634,140,415
83,1 5 13 30 37,3,2.14634,172,415
83,1 5 14 17 25,3,2.14634,124,415
83,1 5 17 30 38,3,2.14634,182,415
83,1 5 20 33 36,3,2.14634,190,415
83,1 5 21 30 38,3,2.14634,190,415
83,1 5 23 31 40,3,2.14634,200,415
83,1 6 9 20 33,3,2.14634,138,415
83,1 6 9 22 36,3,2.14634,148,415
83,1 6 9 29 33,3,2.14634,156,415
83,1 6 9 31 35,3,2.14634,164,415
83,1 6 10 24 27,3,2.14634,136,415
83,1 6 10 24 32,3,2.14634,146,415
83,1 6 14 24 33,3,2.14634,156,415
83,1 6 14 24 40,3,2.14634,170,415
83,1 6 15 23 26,3,2.14634,142,415
83,1 6 15 32 40,3,2.14634,188,415
83,1 6 16 19 27,3,2.14634,138,415
83,1 6 16 19 30,3,2.14634,144,415
83,1 6 16 20 29,3,2.14634,144,415
83,1 6 16 29 40,3,2.14634,184,415
83,1 6 22 32 36,3,2.14634,194,415
83,1 6 24 27 37,3,2.14634,190,415
83,1 7 10 22 26,3,2.14634,132,415
83,1 7 10 26 39,3,2.14634,166,415
83,1 7 11 27 32,3,2.14634,156,415
83,1 7 11 32 35,3,2.14634,172,415
83,1 7 18 23 27,3,2.14634,152,415
83,1 7 24 27 37,3,2.14634,192,415
83,1 7 27 31 40,3,2.14634,212,415
83,1 8 11 29 34,3,2.14634,166,415
83,1 8 11 31 35,3,2.14634,172,415
83,1 8 12 18 40,3,2.14634,158,415
83,1 8 12 27 33,3,2.14634,162,415
83,1 8 12 29 39,3,2.14634,178,415
83,1 8 12 31 34,3,2.14634,172,415
83,1 8 13 19 23,3,2.14634,128,415
83,1 8 13 23 40,3,2.14634,170,415
83,1 8 14 19 40,3,2.14634,164,415
83,1 9 13 16 36,3,2.14634,150,415
83,1 9 13 24 40,3,2.14634,174,415
83,1 9 14 21 25,3,2.14634,140,415
83,1 9 14 25 31,3,2.14634,160,415
83,1 9 14 36 40,3,2.14634,200,415
83,1 9 15 36 40,3,2.14634,202,415
83,1 9 21 34 38,3,2.14634,206,415
83,1 10 14 32 39,3,2.14634,192,415
83,1 10 15 18 22,3,2.14634,132,415
83,1 10 27 32 35,3,2.14634,210,415
83,1 11 15 35 40,3,2.14634,204,415
83,1 11 16 19 25,3,2.14634,144,415
83,1 11 17 20 25,3,2.14634,148,415
83,1 11 25 30 38,3,2.14634,210,415
83,1 12 15 20 37,3,2.14634,170,415
83,1 12 20 30 37,3,2.14634,200,415
83,1 13 19 36 40,3,2.14634,218,415
83,1 14 17 25 37,3,2.14634,188,415
83,1 14 21 33 39,3,2.14634,216,415
83,1 14 31 36 40,3,2.14634,244,415
83,1 15 18 22 27,3,2.14634,166,415
83,1 15 19 24 27,3,2.14634,172,415
83,1 15 27 33 37,3,2.14634,226,415
83,1 16 19 25 30,3,2.14634,182,415
83,1 18 21 25 30,3,2.14634,190,415
83,1 19 27 33 40,3,2.14634,240,415
83,1 21 26 34 38,3,2.14634,240,415
83,1 21 29 35 38,3,2.14634,248,415
83,1 21 29 35 39,3,2.14634,250,415
83,1 21 30 35 38,3,2.14634,250,415
83,1 21 32 35 39,3,2.14634,256,415
83,1 25 31 35 40,3,2.14634,264,415
