Vertices,Gen set,Diameter,Average distance,BW,Connections
409,1 6 110 160,5,3.80392,554,1636
409,1 10 37 116,5,3.80392,328,1636
409,1 10 135 187,5,3.80392,666,1636
409,1 15 85 149,5,3.80392,500,1636
409,1 21 72 77,5,3.80392,342,1636
409,1 23 76 138,5,3.80392,476,1636
409,1 25 60 79,5,3.80392,330,1636
409,1 25 67 148,5,3.80392,482,1636
409,1 35 59 183,5,3.80392,556,1636
409,1 35 90 99,5,3.80392,450,1636
409,1 37 83 135,5,3.80392,512,1636
409,1 37 88 155,5,3.80392,562,1636
409,1 38 103 197,5,3.80392,678,1636
409,1 39 55 140,5,3.80392,470,1636
409,1 40 103 130,5,3.80392,548,1636
409,1 40 126 148,5,3.80392,630,1636
409,1 41 104 191,5,3.80392,674,1636
409,1 41 119 152,5,3.80392,626,1636
409,1 42 50 114,5,3.80392,414,1636
409,1 52 113 145,5,3.80392,622,1636
409,1 55 71 152,5,3.80392,558,1636
409,1 55 180 199,5,3.80392,870,1636
409,1 61 108 187,5,3.80392,714,1636
409,1 68 118 163,5,3.80392,700,1636
409,1 69 92 99,5,3.80392,522,1636
409,1 75 170 199,5,3.80392,890,1636
409,1 92 119 140,5,3.80392,704,1636
409,1 95 166 180,5,3.80392,884,1636
409,1 109 119 142,5,3.80392,742,1636
409,1 129 157 199,5,3.80392,972,1636
409,1 144 149 198,5,3.80392,984,1636
409,1 157 178 185,5,3.80392,1042,1636
