Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
121,1 4 17 44,4,2.68333,132,484
121,1 4 18 46,4,2.68333,138,484
121,1 4 32 47,4,2.68333,168,484
121,1 5 21 34,4,2.68333,122,484
121,1 6 14 37,4,2.68333,116,484
121,1 6 21 45,4,2.68333,146,484
121,1 6 23 56,4,2.68333,172,484
121,1 6 25 41,4,2.68333,146,484
121,1 6 26 35,4,2.68333,136,484
121,1 7 37 58,4,2.68333,206,484
121,1 8 23 42,4,2.68333,148,484
121,1 8 30 42,4,2.68333,162,484
121,1 9 12 52,4,2.68333,148,484
121,1 9 23 59,4,2.68333,184,484
121,1 10 16 54,4,2.68333,162,484
121,1 10 31 36,4,2.68333,156,484
121,1 10 45 49,4,2.68333,210,484
121,1 11 26 30,4,2.68333,136,484
121,1 11 26 45,4,2.68333,166,484
121,1 11 29 43,4,2.68333,168,484
121,1 12 17 56,4,2.68333,172,484
121,1 12 43 50,4,2.68333,212,484
121,1 14 20 38,4,2.68333,146,484
121,1 14 25 33,4,2.68333,146,484
121,1 14 33 57,4,2.68333,210,484
121,1 15 18 25,4,2.68333,118,484
121,1 15 25 34,4,2.68333,150,484
121,1 16 20 27,4,2.68333,128,484
121,1 16 43 56,4,2.68333,232,484
121,1 16 47 54,4,2.68333,236,484
121,1 17 23 54,4,2.68333,190,484
121,1 18 29 49,4,2.68333,194,484
121,1 20 24 31,4,2.68333,152,484
121,1 20 26 36,4,2.68333,166,484
121,1 20 53 57,4,2.68333,262,484
121,1 21 29 53,4,2.68333,208,484
121,1 21 35 47,4,2.68333,208,484
121,1 27 39 48,4,2.68333,230,484
121,1 29 38 49,4,2.68333,234,484
121,1 30 49 56,4,2.68333,272,484
121,1 32 39 54,4,2.68333,252,484
121,1 42 46 53,4,2.68333,284,484
121,1 42 46 57,4,2.68333,292,484
121,1 42 50 53,4,2.68333,292,484
121,1 43 50 54,4,2.68333,296,484
121,1 45 49 56,4,2.68333,302,484
