Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
24,1 2 3 9,2,1.65217,30,96
24,1 2 3 10,2,1.65217,32,96
24,1 2 4 11,2,1.65217,36,96
24,1 2 5 10,2,1.65217,36,96
24,1 2 5 11,2,1.65217,38,96
24,1 2 6 7,2,1.65217,32,96
24,1 2 6 9,2,1.65217,36,96
24,1 2 6 10,2,1.65217,38,96
24,1 2 6 11,2,1.65217,40,96
24,1 2 7 10,2,1.65217,40,96
24,1 2 7 11,2,1.65217,42,96
24,1 2 8 11,2,1.65217,44,96
24,1 2 9 10,2,1.65217,44,96
24,1 3 4 9,2,1.65217,34,96
24,1 3 4 11,2,1.65217,38,96
24,1 3 5 6,2,1.65217,30,96
24,1 3 6 7,2,1.65217,34,96
24,1 3 6 8,2,1.65217,36,96
24,1 3 6 10,2,1.65217,40,96
24,1 3 6 11,2,1.65217,42,96
24,1 3 8 9,2,1.65217,42,96
24,1 3 8 11,2,1.65217,46,96
24,1 3 9 10,2,1.65217,46,96
24,1 4 5 6,2,1.65217,32,96
24,1 4 5 7,2,1.65217,34,96
24,1 4 5 8,2,1.65217,36,96
24,1 4 5 11,2,1.65217,42,96
24,1 4 6 9,2,1.65217,40,96
24,1 4 6 10,2,1.65217,42,96
24,1 4 6 11,2,1.65217,44,96
24,1 4 7 8,2,1.65217,40,96
24,1 4 7 11,2,1.65217,46,96
24,1 4 8 9,2,1.65217,44,96
24,1 4 8 10,2,1.65217,46,96
24,1 4 9 11,2,1.65217,50,96
24,1 4 10 11,2,1.65217,52,96
24,1 5 6 8,2,1.65217,40,96
24,1 5 6 9,2,1.65217,42,96
24,1 5 7 8,2,1.65217,42,96
24,1 5 7 10,2,1.65217,46,96
24,1 5 8 11,2,1.65217,50,96
24,1 6 7 10,2,1.65217,48,96
24,1 6 9 10,2,1.65217,52,96
24,1 6 9 11,2,1.65217,54,96
24,1 6 10 11,2,1.65217,56,96
24,1 7 8 11,2,1.65217,54,96
24,1 8 9 11,2,1.65217,58,96
24,1 8 10 11,2,1.65217,60,96
