Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
59,1 4 10 17,3,2.17241,64,236
59,1 4 10 22,3,2.17241,74,236
59,1 4 10 26,3,2.17241,82,236
59,1 4 11 17,3,2.17241,66,236
59,1 4 11 25,3,2.17241,82,236
59,1 4 13 19,3,2.17241,74,236
59,1 4 14 25,3,2.17241,88,236
59,1 4 14 26,3,2.17241,90,236
59,1 4 18 25,3,2.17241,96,236
59,1 5 8 19,3,2.17241,66,236
59,1 5 8 22,3,2.17241,72,236
59,1 5 12 28,3,2.17241,92,236
59,1 5 13 16,3,2.17241,70,236
59,1 5 13 22,3,2.17241,82,236
59,1 5 14 21,3,2.17241,82,236
59,1 5 16 23,3,2.17241,90,236
59,1 5 17 28,3,2.17241,102,236
59,1 5 19 28,3,2.17241,106,236
59,1 5 21 24,3,2.17241,102,236
59,1 5 22 25,3,2.17241,106,236
59,1 6 9 23,3,2.17241,78,236
59,1 6 10 28,3,2.17241,90,236
59,1 6 14 24,3,2.17241,90,236
59,1 6 16 19,3,2.17241,84,236
59,1 6 16 24,3,2.17241,94,236
59,1 6 21 24,3,2.17241,104,236
59,1 6 21 25,3,2.17241,106,236
59,1 7 11 27,3,2.17241,92,236
59,1 7 11 28,3,2.17241,94,236
59,1 7 12 16,3,2.17241,72,236
59,1 7 16 19,3,2.17241,86,236
59,1 7 18 28,3,2.17241,108,236
59,1 7 19 23,3,2.17241,100,236
59,1 7 19 24,3,2.17241,102,236
59,1 7 23 27,3,2.17241,116,236
59,1 8 12 18,3,2.17241,78,236
59,1 8 12 22,3,2.17241,86,236
59,1 8 13 28,3,2.17241,100,236
59,1 8 14 18,3,2.17241,82,236
59,1 8 14 19,3,2.17241,84,236
59,1 8 19 23,3,2.17241,102,236
59,1 8 21 27,3,2.17241,114,236
59,1 9 12 16,3,2.17241,76,236
59,1 9 13 16,3,2.17241,78,236
59,1 9 14 21,3,2.17241,90,236
59,1 9 14 26,3,2.17241,100,236
59,1 9 21 24,3,2.17241,110,236
59,1 9 22 26,3,2.17241,116,236
59,1 9 24 28,3,2.17241,124,236
59,1 10 13 17,3,2.17241,82,236
59,1 10 14 26,3,2.17241,102,236
59,1 10 15 18,3,2.17241,88,236
59,1 11 14 18,3,2.17241,88,236
59,1 11 14 19,3,2.17241,90,236
59,1 11 18 27,3,2.17241,114,236
59,1 11 19 25,3,2.17241,112,236
59,1 12 15 19,3,2.17241,94,236
59,1 12 15 21,3,2.17241,98,236
59,1 12 18 26,3,2.17241,114,236
59,1 12 18 27,3,2.17241,116,236
59,1 12 21 28,3,2.17241,124,236
59,1 12 22 28,3,2.17241,126,236
59,1 13 17 22,3,2.17241,106,236
59,1 13 21 28,3,2.17241,126,236
59,1 14 18 25,3,2.17241,116,236
59,1 15 19 27,3,2.17241,124,236
59,1 15 21 25,3,2.17241,124,236
59,1 15 21 26,3,2.17241,126,236
59,1 15 23 26,3,2.17241,130,236
59,1 15 23 27,3,2.17241,132,236
59,1 15 24 27,3,2.17241,134,236
59,1 17 22 28,3,2.17241,136,236
59,1 17 23 27,3,2.17241,136,236
59,1 17 23 28,3,2.17241,138,236
59,1 19 23 28,3,2.17241,142,236
59,1 19 24 28,3,2.17241,144,236
