Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
210,1 6 32 78,4,3.15789,234,840
210,1 6 33 80,4,3.15789,240,840
210,1 6 34 49,4,3.15789,180,840
210,1 6 61 97,4,3.15789,330,840
210,1 7 38 92,4,3.15789,276,840
210,1 7 41 66,4,3.15789,230,840
210,1 8 29 81,4,3.15789,238,840
210,1 9 31 56,4,3.15789,194,840
210,1 9 33 86,4,3.15789,258,840
210,1 9 39 98,4,3.15789,294,840
210,1 9 59 98,4,3.15789,334,840
210,1 9 68 98,4,3.15789,352,840
210,1 10 16 83,4,3.15789,220,840
210,1 10 43 58,4,3.15789,224,840
210,1 10 64 87,4,3.15789,324,840
210,1 11 27 68,4,3.15789,214,840
210,1 11 30 65,4,3.15789,214,840
210,1 11 30 97,4,3.15789,278,840
210,1 11 37 90,4,3.15789,278,840
210,1 11 49 78,4,3.15789,278,840
210,1 12 19 91,4,3.15789,246,840
210,1 12 29 73,4,3.15789,230,840
210,1 12 40 72,4,3.15789,250,840
210,1 12 55 63,4,3.15789,262,840
210,1 13 30 67,4,3.15789,222,840
210,1 13 30 95,4,3.15789,278,840
210,1 13 47 78,4,3.15789,278,840
210,1 14 37 81,4,3.15789,266,840
210,1 14 39 48,4,3.15789,204,840
210,1 15 68 94,4,3.15789,356,840
210,1 16 57 62,4,3.15789,272,840
210,1 17 23 60,4,3.15789,202,840
210,1 17 28 93,4,3.15789,278,840
210,1 17 29 72,4,3.15789,238,840
210,1 17 43 72,4,3.15789,266,840
210,1 18 41 49,4,3.15789,218,840
210,1 18 80 102,4,3.15789,402,840
210,1 19 25 60,4,3.15789,210,840
210,1 19 30 73,4,3.15789,246,840
210,1 19 32 93,4,3.15789,290,840
210,1 19 47 60,4,3.15789,254,840
210,1 20 36 47,4,3.15789,208,840
210,1 20 87 93,4,3.15789,402,840
210,1 21 51 98,4,3.15789,342,840
210,1 22 29 39,4,3.15789,182,840
210,1 22 39 51,4,3.15789,226,840
210,1 23 37 66,4,3.15789,254,840
210,1 24 31 67,4,3.15789,246,840
210,1 24 41 77,4,3.15789,286,840
210,1 25 30 97,4,3.15789,306,840
210,1 25 30 98,4,3.15789,308,840
210,1 25 43 54,4,3.15789,246,840
210,1 25 72 83,4,3.15789,362,840
210,1 25 82 88,4,3.15789,392,840
210,1 30 43 67,4,3.15789,282,840
210,1 30 55 67,4,3.15789,306,840
210,1 30 83 101,4,3.15789,430,840
210,1 32 68 85,4,3.15789,372,840
210,1 36 62 81,4,3.15789,360,840
210,1 37 66 89,4,3.15789,386,840
210,1 39 89 98,4,3.15789,454,840
210,1 41 91 102,4,3.15789,470,840
210,1 44 51 74,4,3.15789,340,840
210,1 47 60 65,4,3.15789,346,840
210,1 47 60 79,4,3.15789,374,840
210,1 48 55 87,4,3.15789,382,840
210,1 51 68 82,4,3.15789,404,840
210,1 56 61 81,4,3.15789,398,840
210,1 59 65 100,4,3.15789,450,840
210,1 59 83 96,4,3.15789,478,840
210,1 60 77 85,4,3.15789,446,840
210,1 67 80 102,4,3.15789,500,840
210,1 68 81 91,4,3.15789,482,840
210,1 77 88 93,4,3.15789,518,840
210,1 80 89 95,4,3.15789,530,840
