Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
229,1 6 41 68,5,3.23684,232,916
229,1 9 33 71,5,3.23684,228,916
229,1 9 39 62,5,3.23684,222,916
229,1 10 65 103,5,3.23684,358,916
229,1 11 37 93,5,3.23684,284,916
229,1 11 42 79,5,3.23684,266,916
229,1 11 47 75,5,3.23684,268,916
229,1 11 79 107,5,3.23684,396,916
229,1 12 56 83,5,3.23684,304,916
229,1 13 49 79,5,3.23684,284,916
229,1 14 39 47,5,3.23684,202,916
229,1 14 79 104,5,3.23684,396,916
229,1 15 36 63,5,3.23684,230,916
229,1 16 94 100,5,3.23684,422,916
229,1 17 28 104,5,3.23684,300,916
229,1 19 26 81,5,3.23684,254,916
229,1 20 29 74,5,3.23684,248,916
229,1 20 32 107,5,3.23684,320,916
229,1 20 36 47,5,3.23684,208,916
229,1 21 47 56,5,3.23684,250,916
229,1 22 49 58,5,3.23684,260,916
229,1 23 79 108,5,3.23684,422,916
229,1 24 56 67,5,3.23684,296,916
229,1 26 40 48,5,3.23684,230,916
229,1 26 70 84,5,3.23684,362,916
229,1 27 60 69,5,3.23684,314,916
229,1 28 93 104,5,3.23684,452,916
229,1 29 39 52,5,3.23684,242,916
229,1 29 45 54,5,3.23684,258,916
229,1 29 47 81,5,3.23684,316,916
229,1 29 73 90,5,3.23684,386,916
229,1 29 90 103,5,3.23684,446,916
229,1 30 39 93,5,3.23684,326,916
229,1 32 39 106,5,3.23684,356,916
229,1 32 44 103,5,3.23684,360,916
229,1 35 47 63,5,3.23684,292,916
229,1 38 45 65,5,3.23684,298,916
229,1 39 82 88,5,3.23684,420,916
229,1 39 97 106,5,3.23684,486,916
229,1 40 66 87,5,3.23684,388,916
229,1 43 51 80,5,3.23684,350,916
229,1 44 51 72,5,3.23684,336,916
229,1 44 80 100,5,3.23684,450,916
229,1 45 54 104,5,3.23684,408,916
229,1 45 71 82,5,3.23684,398,916
229,1 47 56 99,5,3.23684,406,916
229,1 50 61 94,5,3.23684,412,916
229,1 53 65 74,5,3.23684,386,916
229,1 59 70 95,5,3.23684,450,916
229,1 64 74 105,5,3.23684,488,916
229,1 79 85 109,5,3.23684,548,916
229,1 83 95 111,5,3.23684,580,916
