Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
117,1 4 17 45,4,2.65517,134,468
117,1 4 18 47,4,2.65517,140,468
117,1 4 24 38,4,2.65517,134,468
117,1 5 20 27,4,2.65517,106,468
117,1 5 22 35,4,2.65517,126,468
117,1 6 22 42,4,2.65517,142,468
117,1 6 26 42,4,2.65517,150,468
117,1 6 29 49,4,2.65517,170,468
117,1 7 18 48,4,2.65517,148,468
117,1 7 19 47,4,2.65517,148,468
117,1 9 22 28,4,2.65517,120,468
117,1 9 23 26,4,2.65517,118,468
117,1 9 33 46,4,2.65517,178,468
117,1 10 14 50,4,2.65517,150,468
117,1 10 24 51,4,2.65517,172,468
117,1 12 18 28,4,2.65517,118,468
117,1 13 17 55,4,2.65517,172,468
117,1 14 18 55,4,2.65517,176,468
117,1 16 20 27,4,2.65517,128,468
117,1 16 21 30,4,2.65517,136,468
117,1 16 25 37,4,2.65517,158,468
117,1 18 25 29,4,2.65517,146,468
117,1 21 30 35,4,2.65517,174,468
117,1 21 36 49,4,2.65517,214,468
117,1 24 40 43,4,2.65517,216,468
117,1 27 33 43,4,2.65517,208,468
117,1 29 41 54,4,2.65517,250,468
117,1 36 50 57,4,2.65517,288,468
117,1 36 52 56,4,2.65517,290,468
117,1 41 46 54,4,2.65517,284,468
117,2 3 17 45,4,2.65517,134,468
117,2 5 13 45,4,2.65517,130,468
117,2 7 26 34,4,2.65517,138,468
117,2 7 28 36,4,2.65517,146,468
117,2 8 23 36,4,2.65517,138,468
117,2 8 27 34,4,2.65517,142,468
117,2 8 41 48,4,2.65517,198,468
117,2 9 25 35,4,2.65517,142,468
117,2 9 35 58,4,2.65517,208,468
117,2 10 40 54,4,2.65517,212,468
117,2 10 44 47,4,2.65517,206,468
117,2 12 19 58,4,2.65517,182,468
117,2 12 33 44,4,2.65517,182,468
117,2 12 33 52,4,2.65517,198,468
117,2 14 21 36,4,2.65517,146,468
117,2 14 23 38,4,2.65517,154,468
117,2 15 20 48,4,2.65517,170,468
